"Res. Center for Microperipherik, Technische Univ. Berlin, Germany",0,0,O. Willum,1,0.0000,new product;product group;active product;long product lifetime;old product;product generation;new technology;environmental benefit;environmental choice;environmental consequence,0.0000
,0,0,Li Bo,1,0.0000,Online Basketball Course;WWWOnline physical course;online course;online physical course;physical education;course objective;instructional content;media material;multimedia material;special feature,0.0000
,2,1,Cuicui Yu,1,1.0000,New Frame Size;appropriate frame size;current frame;current frame size;new frame;proposed algorithm;ALOHA algorithm;total number;Framed Slotted Aloha AlgorithmIn;RFID system,1.5000
,0,0,Changxin Xu,1,0.0000,agricultural water;financial subsidy;agriculture water price mechanism;current low water price;encouraging water saving;water fee;water price;water supply unit;Financial Subsidy Mode;direct financial subsidy,0.0000
"School of Computer Science and Engineering, Beihang University, Beijing, China",0,0,Chao Xu,2,0.0000,web site;buying behavior;future buying behavior;new model;psychology model;Predicting User Behavior;attitude-behavior relationship theory;experiments result;great effort;online store data,0.0000
"Fudan University, Shanghai, China",1,1,Jiawei Dong,1,0.1667,information source;market news;Hong Kong stock market;Improving stock market prediction;financial information;financial market;stock pricesStock market;baseline system;stock price;directional accuracy,0.1583
"Department of Electrical and Computer Engineering, Cleveland State University, Cleveland, Ohio",0,0,Chansu Yu,2,0.0000,Personal Memex System;everyday life;life log;memex event;web data;device-related web page;important personal life event;life log chronologically;memex event ontology;personal life log,0.0000
"Department of Biological Science and Technology, National ChiaoTung, University",0,0,Hui-Ling Peng,1,0.0000,mouseThe article;paediatric parenteral nutrition;physical need,0.0000
,0,0,Junfeng Liu,1,0.0000,main factor;network node;industrial networked control system;Characteristics Analysis;Industrial EthernetThe Ethernet;Transmission Time Delay;extensive application;instructive formulation;utilization rate,0.0000
,0,0,Chao Xu,1,0.0000,composite Web service;Service Selection;Web Service Composition;Web service composition study;novel policy;optimal policy;Factored Markov Decision ProcessThe;factored MDP;factored Markov Decision Process;travel agent,0.0000
,0,0,TianKai Sun,1,0.0000,Chaotic EncryptionA novel binary;Logistic chaotic sequence;chaotic encryption;cut attack;image digital watermarking algorithm;improved binary method;original image;proposed scheme;salt-pepper noise attack;statistical method,0.0000
,0,0,Chuan Xu,1,0.0000,Symmetrical Uncertainty;different datasets;Bayes ClassifiersWhen;Hidden Naive Bayes;feature selection;feature selection method;Bayesian classifier;Chi Squared;classification problem;pre-processing technique,0.0000
"Carnegie Mellon University, Pittsburgh, PA, USA;CoDe Lab, Pittsburgh, PA",34,3,Cheng Xu,4,8.4000,interactive fabrication;Paper Factory software;Paper Lamps;Paper Robots;Paper Speakers;digital fabrication;digital fabrication device;interactive device;interactive paper device;paper device,9.9800
"Birla Institute of Technology and Science, Pilani, India",4,1,Siddharth Karumanchi,1,0.8000,qubit state;cluster state;photon cluster state;present state;qubit state deterministically;remote state preparation;dense coding;qubit cluster statesThe usefulness;quantum communication protocol;quantum information splitting,0.6267
,0,0,Xuansen He,1,0.0000,motion vector;B frame;Novel Steganographic Algorithm;data-hiding algorithm;motion vectors modification rate;single motion vector;Motion Vector PhaseMost data;hidden data;phase angle difference;secret data,0.0000
"School of Electrical Engineering, Korea University, Anam Dong, Seoul, Korea",0,0,Gyu Seong Kang,2,0.0000,cell-based environment;example HMP environment;mobile computing environment;different CPU speed;different device;different limited battery capacity;different mobility;different task;energy efficiency;energy efficient algorithm,0.0000
"Application Enablement Solutions and Marketing organization, AlcatelLucent, Sterling, Virginia",0,0,James A. Brunetti,1,0.0000,network provider;network asset;end user;associated network architecture;network QoS;network capability;network infrastructure cost;network provider revenue;network quality;open network quality,0.0000
,1,1,Xinhua He,3,0.5000,Multiple Project;web-based collaborative;web technology;Web-based collaborative learning;collaborative learning;popular learning approach;Knowledge Management Strategy;Collaborative Education;knowledge loss;knowledge property,0.7500
,0,0,Xin He,1,0.0000,heterogeneous data problem;isolated information island problem;heterogeneous data integration system;industrial information integration;OPC technology;OPC-Based Heterogeneity Data IntegrationThe;industry process control;main issue;new design,0.0000
,0,0,Xigui He,1,0.0000,behavior habit;favorable living habit;labor habit;nicer civilized habit;study habit;taste habit;daily study living;Cultivating Habit;EducationThe root;moral integrity,0.0000
,0,0,Xiaoming He,2,0.0000,signalized intersection;good prospect;good use;theory study;left-turn vehicle;spare area;at-grade intersection;Capacity calculation;Signalized IntersectionAbstract;Signalized IntersectionHow,0.0000
,1,1,Jacqueline A. Bettess,1,0.3333,automatic generation;infinite element;mapping function,0.1111
,0,0,Xiao-ming He,1,0.0000,extended traffic accounting matrix;Traffic Accounting MatrixThe accounting;national accounting;social accounting matrix;traffic forecast;traffic system analysis;matrix approach;analysis result;development economics;fundamental Traffic Accounting Matrix,0.0000
"Department of Computer Sciences, Huai Hai institute of Technology, Lianyungang, China",0,0,Cun-hua Li,2,0.0000,customer review;deep web;dynamic web page;web page;product information;valuable information;novel product recommendation algorithm;relevant product;Bayesian Classifier;accurate recommendation,0.0000
"State Key Laboratory of Millimeter Waves, School of Information Science and Engineering, Southeast University, Nanjing, P. R. China",0,0,Chen Yu,1,0.0000,in-vehicle communication;in-vehicle environmentThis paper;typical in-vehicle scenario;wideband in-vehicle communication channel;wideband channel;wideband channel measurement campaign;delay spread;different distance;power delay profile;abundant scatter,0.0000
"Department of Electronic Information & Control Engineering, Beijing University of Technology, Beijing, China",0,0,Chang-qing Yu,1,0.0000,planetary rover operation;rover model;rover operation;validate different rover chassis;planetary surface;computer-simulated virtual reality environment;rover-terrain contact model;virtual reality simulator;Lab-based experiment;Virtual Rover Operation Simulator,0.0000
,1,1,Chen Yu,1,0.2500,information hiding;Density Adjustable Pseudorandom Sequence;Information HidingPseudorandom sequence;balanced pseudorandom sequence;pseudorandom sequence;special sequence;adjustable density;fixed density;general construction method;arbitrary precision,0.5208
,0,0,Jian-ping Liu,1,0.0000,Soft Control;swarms system;intelligent agent;Simple Attraction;control law;expectant center;initial center;swarm center;Repulsion FunctionsThis paper;expectant position,0.0000
,0,0,Chang-Sung Yu,1,0.0000,Underground Manhole;RFID Ground TagRoad formation;RFID authentication;RFID spectrum;binding RFID tag;special-purpose RFID tag;traditional RFID reader;manhole cover;metal detection;metal interference,0.0000
,0,0,Xiangyong He,1,0.0000,sensors network;FBG sensors network;FBG sensors network system;composites SRM health monitor;scale SRM model;scale SRM shell;Bragg grating;Fiber Bragg Grating Sensors;complex strain;composites plane,0.0000
"Verocel, Inc. and Sun Microsystems;Verocel, Inc.",2,1,B. Scott Andersen,2,1.0000,objective-based standard;safety-critical softwareAvionics software safety,1.5000
,0,0,Xiaoming He,1,0.0000,Jianshe Boulevard;Artery Control System;WuhanThe artery control system;two-way green wave system;urban traffic control;optimization scheme;Optimization Research;important part;point intersection;signal timing,0.0000
,0,0,Tien-Yu Sun,1,0.0000,Three-dimensional steady water wave;localized pressure disturbance,0.0000
,0,0,Xiulin Hu,1,0.0000,group key management;centralized group key management;decentralization group key management;multicast security;security issue;security problem;Group Key ManagementGroup-oriented application;bandwidth economizations;foundation stone;multicast-oriented communication,0.0000
"University of Pennsylvania, Philadelphia, Pennsylvania",0,0,Leonard M. Lodish,1,0.0000,different media option;good media plan;on-line media;considerable data;great deal;mathematical model;systemThe problem,0.0000
,0,0,Sandeep K. Gupta,3,0.0000,soft error;placement scheme;matrix operation;Matrix Inversion;ECC scheme;appropriate data;blockwise analytical matrix inversion;data intensive application;high soft error rate;large data set,0.0000
,0,0,Xianling Hu,1,0.0000,mobile banking;information security;Internet banking;complicated information security problem;modern information communication technology;security protection;Encryption technology;WPKI technology;wireless communication technology;effective financial service,0.0000
"School of Information and Electrical Engineering, Panzhihua University, Panzhihua, China 61700",0,0,Wang Bing,2,0.0000,nonparametric classification method;local mean vector;classification error rate;classification rule;good classification performance;local mean-based nonparametric classification;new classification approach;new classification method;powerful nonparametric classification method;proposed classification method,0.0000
,0,0,Congwei Xu,1,0.0000,knowledge management;hypothetical four-dimensional CSFs model;knowledge management literature review;Critical Success Factors;Implementing Knowledge Management;critical success factor;in-depth analysis;related managerial suggestion,0.0000
,0,0,Jinhai Liu,1,0.0000,Thermal Analysis;Wavelet Filter;rate curve;important characteristic number;Support Vector MachineThermal analysis;cooling curve;important tool;Support Vector Machine;better performance;cast iron,0.0000
The Florida State University,0,0,Tait Jeffrey Martin,1,0.0000,information processing;Web site;university Web site;message element;information perceiver;recruitment information;college choice;higher education web site;research question;college Web site,0.0000
"Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ 08544, United States;School of Mechanical, Industrial, and Manufacturing Engineering, Oregon State University, Corvallis, OR 97331, USA",44,3,M. Pino Martín,5,13.7500,direct numerical simulation;numerical method;WENO Scheme;compressible turbulence;turbulent flow;effective direct numerical simulation;implicit temporal numerical scheme;non-linear numerical method;numerical approach;numerical data,15.3958
"Information System group, University of Twente, The Netherlands",57,4,Chen Li,6,19.0000,process model;generic process model;process adaptation;process variant;dynamic process;future process configuration;mining process variant;past process change;process change;process instance,34.8333
"Wells Fargo, San Francisco, CA",3,1,Secil Tabli Watson,1,0.4286,corporate influence;conflicting recommendation;evangelizing UX work;senior UX management personnel;work debate;different perspective;improved guidance;interactive session;organizational positioning;user experience,0.0612
"TRADOC Analysis Center  WSMR, White Sands Missile Range, White Sands, NM",0,0,H. Todd Minners,1,0.0000,CASTFOREM high resolution combat;decision maker;DoD FCS Program acquisition;FCS C4ISR network;FCS C4ISR systems performance;FCS force level outcome;FY06 FCS network analysis;information flow;information quality;C4ISR system,0.0000
"Department of Computer Science and Engineering, National ChungHsing University, 250 KuoKuan Road, Taichung 40227, Taiwan, ROC",6,2,Chao-Wei Li,4,2.5333,data stream;data overload;transactional data stream;frequent itemsets;mining algorithm;data element;dynamic data stream;Transactional Data StreamsA data;data load;data load managementIn,2.7344
,0,0,Chung-Jie Li,1,0.0000,object tracking;positioning method;wireless sensor network;Power-Level Switching;low positioning error;object tracking mechanism;positioning technique;Wireless Sensor NetworksIn wireless;low complexity;low cost,0.0000
,0,0,Chao Li,1,0.0000,semantic region;velocity distribution;activity pattern;Event RecognitionThe semantic structure;proposed semantic region model;instantaneous velocity;similar velocity;anomalous activity;automatic method;object behavior,0.0000
University of Karlsruhe,2,1,David Meder,2,0.5000,index generator;optimal configuration;requirements engineering;enough time;complex requirement;desktop search;desktop searchExperience;different Intel platform;End-User ParticipationEnd-user participation;Visual Requirement Specification,0.5417
,0,0,Cheng Li,1,0.0000,Multi-Echelon Inventory System;performance measure;repairable item;Optimal Model;inventory control;two-echelon inventory system;ample repair capacity;finite repair capacity;repair bench;GAAA AlgorithmsThe dominant model,0.0000
,0,0,Chunji Li,1,0.0000,New Development;Squares Optimization;SIRS infection model;SIRS model;classical control application;control application;optimization method;Control ApplicationOn;LMI approach;Lyapunov function,0.0000
"Queen's University Belfast, UK",26,3,Paul Miller,25,6.3333,knowledge base;multiple source;CCTV system;domain knowledge;multiple knowledge base;DS approach;intelligent surveillance;time line;numeric attribute;background knowledge,4.4583
,0,0,Cailin Li,1,0.0000,Data Mining;BP model;data mining tool ANN;general model;runoff forecasting method;runoff forecasting model;good precision;good value;Runoff ForecastingThis paper;convergence speed,0.0000
,0,0,Chongming Li,1,0.0000,Complex System;Rough Set Theory;real estate system;ApplicationThis paper;Grey System;index-selecting model;Index Selecting Model;empirical analysis;gray clustering,0.0000
,0,0,Woonkyung Michael Kim,1,0.0000,morphological approach,0.0000
"Vilnius Gediminas Technical University, Vilnius, Lithuania",1,1,Ruta Dubakiene,1,0.1250,decision support system;Decision Support;refurbishment knowledge;Device Subsystem;Knowledge Subsystem;decision support systemThe integration;project Framework;Bringing Retrofit Innovation;Public Buildings;promising future,0.1106
"Faculty of Computer System and Software Engineering, University Malaysia Pahang",0,0,Santi Wulan Purnami,1,0.0000,diabetes disease diagnosis;spline smooth support vector;modified spline;previous spline SSVM;10-fold cross validation accuracy;Uniform Design method;classification accuracy;intelligent method;novel method;optimal accuracy result,0.0000
"Temasek Engineering School, Temasek Polytechnic, Singapore",0,0,C. Calaiselvy,1,0.0000,genetic algorithm;genetic search method;major search problem;modern robot;optimally short robot navigation;proposed genetic algorithm;robot navigation problem;robot navigationThe sensory capability;search node;sequential navigation algorithm,0.0000
"Nat. Univ. of Singapore, Singapore",1,1,Hong Lim,1,0.3333,fast motion estimation algorithm;lower motion estimation time;motion search scheme;motion vector predictor;multi-frame motion estimation;multi-frame motion estimationMulti-frame motion;accurate search center;full search;search algorithm;search pattern,0.6111
"Bioengineering Electronic & Telemedicine., Valencia University of Technology, Gandía (Valencia), Spain",0,0,Carlos Vayá,3,0.0000,atrial activity;atrial surface;atrial arrhythmias;atrial cardiac arrythmias;atrial contribution;atrial fibrillation;atrial fibrillation analysisBlind Source;atrial fibrillationAtrial;atrial surface reentry;internal atrial recording,0.0000
"University of Applied Sciences Konstanz, Konstanz",4,1,Oliver Donnerhak,1,2.0000,OOHDM application model;behavioral OOHDM semantics;transformation class;transformation rule;MDA approach;OOHDMThe MDA approach;PIM XMI-file;PSM XMI-file;servlet-based PSM;UML design tool,1.0000
"Graz University of Technology, Graz",3,1,Sebastian Tschiatschek,2,1.0000,classification performance;conditional probability;Bayesian network;discriminatively optimized Bayesian network;maximum margin parameter;precision reduction;classification result;Bayesian Network ClassifiersWe;Bayesian network classifier;Margin-optimized Bayesian network classifier,0.3333
,0,0,Arun Katara,4,0.0000,sigma modulators;cloud computing environment;WDM network;cloud computing;cloud security problem;different cloud user;optical network;sampling rate;M delta;cloud computing system,0.0000
,0,0,Juan Guerrero Martínez,1,0.0000,Intelligent Data Analysis;Medical Applications;Research Advancements,0.0000
"Department of Electrical and Electronic Engineering, The University of Hong Kong, Pokfulam, Hong Kong",7,1,K. W. Sum,1,3.5000,concave object extraction capability;concave object extraction problem;boundary vector field;capture range;capture range problem;computational requirement;gradient vector flow snake;high computational requirement;computer vision;image processing,5.2500
Chinese Academy of Sciences,2,1,Wei Xu,3,0.6667,multi-semantic matching;OBDD graph;composite matching algorithm;matching model;temporal constraint variable;complex event matching;complex matching problem;matching approach;simple matching;traditional matching approach,0.5556
"Centre for Civionics Research, University of Western Sydney, Locked Bag 1797, Penrith South DC, NSW 1797, Australia",0,0,S. K. Lai,1,0.0000,generalized Senator-Bapat perturbation technique;conventional perturbation method;nonlinear problem;nonlinear system;alternative approach;dynamical system;oscillating system;small parameter;accurate solution;elastic wire,0.0000
,0,0,Geng Sun,1,0.0000,collaborative learning;teamwork performance;cloud environment;cloud jigsaw classroom;cloud-based service;novel trend;Enhancing Teamwork PerformanceMobile;Facilitating Collaborative Learning;Kolb team;Mobile Cloud System,0.0000
"Poznan Supercomputing and Networking Center, Poland. Emai: {krzysztof.kurowski, bogdanl, naber, ariel, pukacki}@man.poznan.pl;Poznan Supercomputer and Networking Center;Poznan Supercomputer and Networking Center, Poznań, Poland",30,3,Bogdan Ludwiczak,8,4.0274,Grid environment;interactive job;job migration;stencil computation;computing power;environmentsAdvanced parallel computing solution;heterogenous computing architecturesWith;national computing infrastructure;new heterogeneous computing;parallel stencil computing approach,4.3608
"Biotec, TU Dresden  Germany",5,1,Annalisa Marsico,4,1.0000,membrane protein;High-throughput force spectroscopy experiment;force curve;intra-molecular force;single molecule force spectroscopy;Single-molecule force spectroscopy;force spectroscopy bottleneck;novel technique;force distance curve;force peak,2.2833
"University of Genova, Department of Communication, Computer and System Science, Genova, Italy",4,1,E. Molinari,1,0.1081,medical image;MAGIC-5 Project;GRID Services;early diagnosis;interactive online diagnosis;medical images analysis;remote image analysis;statistical diagnosis;Grid infrastructure;Grid infrastructureIn,0.0059
,4,1,DongSu Kang,2,1.5000,Service Identification;product line;service-oriented product line;Identifying service;refining service candidate;service granularity;service identification methodology;service orientation;service unit;service-oriented architecture,2.5833
"Graduate Institute of Communication Engineering, National Taiwan University, Taipei 106, Taiwan",1,1,Chung-Wei Li,2,0.1667,vertical handoffs;heterogeneous telephony system;dual-mode mobile device;seamless voice communication;packet-switched telephony system;packet-switched system;voice communication;seamless handoffs;seamless vertical handoffs;soft handoffs,0.2417
"School of Computing, Queens University, Kingston, Ontario, Canada",1,1,Thomas R. Dean,1,0.3333,dynamic web application;RBAC security model;access control security property;role-based access control security;security model;security property;SecureUML model;behavioral model;dynamic web applicationsSecurity;model transformation technique,0.1111
,0,0,Chun-jie Li,2,0.0000,heaviest polluted industry;manufacture industry;surface treatment industry cluster;economic viability;main technology;new view;surface treatment industry;Markowitz TheoryThe surface treatment;Electric Power;Electric Universal Service Income,0.0000
"LIRIS Laboratory Lyon, France;Universite Lumiere Lyon 2, France;Laboratoire d'Informatique de Paris 6, Université Pierre & Marie Curie, CNRS 104, Avenue du President Kennedy, 75016 Paris, France;LSIS  UMR CNRS 6168, Marseille Cedex, France;LSIS, Polytech. Marseille, Marseille, France;LSIS Laboratoire des Sciences de l'Information et des Systèmes UMR CNRS",11,2,Djamel Merad,10,3.6667,appearance classification;Head Detection;new method;head detector;articulated appearance model;clothes appearance change;people appearance;matching process;human body;original method,4.0556
"Information and Network Management Center, North China Electric Power University, Baoding, China 071003",0,0,Chun-Xiang Li,2,0.0000,Comprehensive Model;RBFNNMid-long term load forecasting;electric short-term load forecasting;forecasting error;forecasting practice;forecasting time;good forecasting precision;high forecasting precision;load forecasting;model forecasting result,0.0000
"CWI, Amsterdam, The Netherlands;University of Washington, Seattle, WA",178,3,Jacob Appelbaum,4,20.7937,memory image;usable full-system memory image;MD5 compression function call;encryption keysContrary;cryptographic key;cryptographic key material;new algorithm;simple cooling technique;simple remedy;medical marijuana registry,8.8262
"Faculty of Computer Engineering, Iran University of Science and Technology",4,1,Vahid Khalilpoor,1,2.0000,program code;sequential code;Object Manager component;connector component;inter-component remote call;remote call;remote method;remote object;inter-component communication;inter-component method call,1.0000
"College of Mechanical Engineering, Nanjing University Of Aeronautics And Astronautics, Nanjing, P.R. China 210016",0,0,Chenggang Li,1,0.0000,hexapod dynamic;DTS method;analysis result;constraint violation stability method;dynamic analysis;dynamics analysis;dynamics computation;AB algorithm;constraint problem;multi-body dynamic algorithm,0.0000
,0,0,Sirinut Thangthumachit,1,0.0000,refactoring effect;source code;code difference;open source software;source code difference;novel technique;separate refactorings;target refactorings;evaluation testing;old version,0.0000
,0,0,Gabriel Cuellar-Partida,2,0.0000,histone modification;ChIP-seq TF binding data;epigenetic data;supplementary data;vivo TF binding data;gene expression;log-posterior odds;TF binding data;accessibility data;chromatin accessibility data,0.0000
"Department of Engineering Science, National Cheng Kung University, Taiwan, ROC",1,1,S. Ramathilaga,2,0.3333,proposed method;Fuzzy C-Means;entropy method;effective objective function;non-robust objective function;clustering accuracy;clustering method;clustering validity;fuzzy clustering algorithm;novel fuzzy clustering method,0.6111
"Carnegie Mellon University, Pittsburgh, Pennsylvania",3,1,Kort Eckman,1,1.5000,cup orientation;radiographic pelvic orientation measurement;mean measurement error;radiographic measurement;significant measurement error;X-ray table;automatic CT;cup alignment;pelvic flexion;postoperative CT,0.7500
,4,1,Pete Joodi,1,2.0000,client server;e-business architecture design issue;enterprise e-business architecture;thin client architecture;E-Business Architecture Design;hard decision;logical services model,1.0000
"Logic and Functional Programming Group, Department of Computing Science, Simon Fraser University, Burnaby, B.C., Canada",0,0,Dulce Aguilar-Solis,1,0.0000,semantic parsing;semantic parsers;shallow semantic analysis;natural language input;natural language understanding;case-role analysis;huge problem;interesting problem;constraint handling rule approachSemantic;human being,0.0000
"University of Bergen, Norway",87,6,F. Manne,15,40.2500,coloring problem;graph coloring;graph model;sparse Jacobian;Computing DerivativesGraph coloring;coloring phase;general block distribution;efficient matrix multiplication;matrix estimation phase;respective matrix estimation problem,39.3958
,0,0,P. S. Sirmakessis,1,0.0000,complete blood-transfusion information system;Blood Centre;Blood Transfusion Centres;University Hospital;Case Study;basic functionalities;functional design;main aspect;technical specification,0.0000
,0,0,F. Noll,1,0.0000,optical characterization;solid-source MBE,0.0000
,0,0,Mena Gaed,1,0.0000,graded whole-mount histology ideally;vivo imaging modality;vivo prostate image;Co-registration Framework;Fused Multimodality Prostate Cancer;Histology-registration-based Validation;ImagingThe correlation;pair wise registration;preliminary result;registered pair,0.0000
"Institute of Phytomedicine (360), Department of Weed Science, University of Hohenheim, Germany",4,1,Markus Sökefeld,1,0.6667,Cirsium arvense;classification step;crop species;different species;harmful species;non-sequential classification approach;overall classification accuracy;purpose species;sequential classification approach;shape descriptions classification algorithm,0.4111
,0,0,Thomas G. Bartz,1,0.0000,graphical management interface,0.0000
"University of Patras, Patras, Greece;Research Academic Computer Technology Institute and Technological Educational Institution of Messolongi;Technological Education Institute of Messolongi;Patras University Campus, Patras, Greece;TEI of Messolonghi;TEI of Messolongi, Greece",27,4,Spiros Sirmakessis,21,10.4500,Semantic Web;web document;Personalized Semantic Web;Adaptive Hypermedia;Personalized Clustering;data intensive web applicationsThe;deploying web mining technique;semantic web researcher;semantic web setting;semantic web technology,8.1525
"Department of Structural Mechanics, Budapest University of Technology and Economics, Hungary",1,1,J. Györgyi,2,1.0000,foundation depth;internal force;advantageous effect;extreme case;seismic analysis;seismic excitation;base level;different type;higher stress;main step,1.0000
,0,0,Christopher T Bartz,1,0.0000,Periodic-job schedulers;resource access control protocol,0.0000
,0,0,Chunsheng Li,1,0.0000,fuzzy classifier;fuzzy c-Means classifers;fuzzy c-Means classification;fuzzy c-Means classifier;fuzzy majority voting rule;multiple fuzzy c-Means classifier;participant fuzzy classifier;robust fuzzy c-Means classification;Combining Fuzzy c-Means;combination method,0.0000
"WrightPatterson Air Force Base, OH",1,1,John M. Reising,2,0.5000,dynamic model;pilot trust;automation work;cockpit workload;engineering model;human data;human factors literature;major research effort;military cockpitsTransitioning basic research;minimizes human cognitive overload,0.7500
,1,1,Caihong Li,1,0.2000,access control;fuzzy integrated control;fuzzy logic control;resources dissemination control;right control;right control problem;Usage Control Resource Dissemination;digital resource dissemination;right dissemination;UCONABC basic model,0.1567
"Laboratoire Cristal, GRIFT, ícole Nationale des Sciences de l'Informatique, Campus Universitaire de la Manouba, 2010 Manouba, Tunisia",11,1,R. Mezhoud,1,2.2000,complete set;image reconstruction;complex moment;finite set;image pattern;invariant descriptor set;complex momentsVarious type;moment invariants;similarity invariants;systematic method,1.7233
"Pontificia Universidad Católica de Chile, Casilla 306, Correo 22, Santiago, Chile",0,0,Jorge Vera,1,0.0000,mathematical model;proposed mathematical model;Scheduling production;finished product;heuristicSawmill production scheduling;sawmill programmer;various scenario;various type;optimal solution;practical optimization-based decision support,0.0000
Oculus Info Inc.,0,0,Peter Schretlen,1,0.0000,big data;data mapping API;agile visual analytics;analysis application;aperture utilizes;banking cyber;novel aspect;novel layer-based approach;tailored cyber situational awareness;tailored solution,0.0000
,0,0,C. P. Li,1,0.0000,complete genomes;best tree;polyomavirus species;avian polyomaviruses;bird polyomaviruses;mammalian polyomavirus subgenus;mammalian polyomaviruses;mouse polyomaviruses;different branch;different viral life strategy,0.0000
,0,0,Chung-Hung Li,1,0.0000,DNA sequence;Influenza A HemagglutininIsochore;Physiochemical Constraints;fundamental level;genome organization;new method;non-coding sequence;striking feature;warm-blooded animal,0.0000
"Centro de Informatica e Sistemas da Universidade de Coimbra, Departamento de Engenharia Informatica, Polo II da Universidade de Coimbra, Portugal;Mobile and Ubiquitous Systems Group, Centro Algoritmi, Universidade do Minho, Guimarães, Portugal",0,0,Joao Peixoto,2,0.0000,urban dynamic;urban mobility;RF footprint;data type;mobility data;multiple source spatio-temporal data;spatio-temporal data;symbolic data;urban planning;proposed approach,0.0000
,0,0,Cheng-ren Li,1,0.0000,Interval Number;Rural Electric Network Reformation;new model;objective post-evaluation;Fuzzy Interval Number AHPA;Fuzzy Theory;Analytic Hierarchy Process;Comprehensive Post-Evaluation;fuzzy evaluation weight;human influence,0.0000
,3,1,G. Marshall,1,1.5000,Bootstrap Coverage Plots;Image Segmentation,0.7500
,0,0,Chengwei Li,1,0.0000,variable query;new event tracking method;tracking effectiveness;tracking similarity threshold;traditional event tracking technique;event evolution stage;query term;Evolution Event Tracking;New Method;corresponding weight,0.0000
,0,0,Changchun Li,1,0.0000,Particle Filter;PF method;novel channel tracking method;proposed method;MIMO-OFDM SystemThis paper;Multiple Input Multiple Output-Orthogonal;Neural Network;Radial Basis Function Neural;effective tracking performance;Channel Tracking,0.0000
,0,0,Cunrong Li,1,0.0000,Coalmining IndustryIsochore;DNA sequence;Hydrologic Remote Measurement System;Novel Approach;fundamental level;genome organization;new method;non-coding sequence;striking feature;warm-blooded animal,0.0000
"Department of Computer Science, Eötvös Loránd University, Budapest, Hungary 1117 and Computer and Automation Research Institute of the Hungarian Academy of Sciences, Budapest, Hunga ...",0,0,Tamás Szőonyi,1,0.0000,prime orderIn;Galois plane;collinear point;precise bound;stability theorem,0.0000
,0,0,Fengchen Huang,2,0.0000,Image Registration;proposed method;automatic feature-based method;proposed method effective;registration method;square method;proposed approach effective;reference image;ant colony algorithm;new optimal algorithm,0.0000
"Microelectronics Group, Oracle America, Inc., Santa Clara, CA, U.S.A.",0,0,Raghu Pattipati,1,0.0000,min timing violation;buffer insertion;max timing violation;min timing;min timing solution;min timing violationsMin timing;new max timing violation;chip design;chip failure;path aware event scheduler,0.0000
,0,0,F. Mokhayeri,1,0.0000,pupil parameter;mental stress recognition;proposed stress recognition system;stress recognition;fuzzy filter;fuzzy image processing;fuzzy reasoning;proposed system;signal processing;signal processing technique,0.0000
,0,0,Jaime Eugenio Arau,1,0.0000,cascaded multilevel inverter whit;cascaded multilevel inverters;inverter cell;AsymmetricThis paper;Cascade Multilevel Inverter Symmetric;Power Semiconductor Devices;comparative study;control stage;input supply voltage;output voltage,0.0000
"The authors are with the Graduate School of Information Sciences, Tohoku University, Sendaishi, 9808579 Japan. Email: mochar@aoki.ecei.tohoku.ac.jp",0,0,Hariadi Mochamad,1,0.0000,video frame;color information;multiple key video frame;specified video object;video object segmentation;semantic object;semi-automatic algorithm;key frame;5-dimensional feature vector;Learning Vector Quantization,0.0000
,0,0,Xie Deti,1,0.0000,land conservation;land security;Virtual Area;capita actual arable area;food security;land area;land management;land policy;land pressure;ChinaThe virtual area,0.0000
"CNRS UMR 5160, Centre de Pharmacologie et Biotechnologie pour la Santé Faculté de Pharmacie, 15 Avenue Charles Flahault, BP 14491, 34093 Montpellier Cedex 5, France",0,0,Violaine Moreau,1,0.0000,computational tool;consensus identification;discontinuous epitope prediction;mimicked region;mimotope analysisMotivation;mimotope sequence;native epitope;peptide mimotopes;alignment analysis;different approach,0.0000
"Department of Electrical Engineering, National Cheng Kung University, Tainan City, Taiwan, R.O.C.",0,0,Sok-Ian Sou,1,0.0000,N spatial;Hybrid ZF-ML detection,0.0000
,0,0,Zhu Caihong,2,0.0000,parallel robot mechanism;Mathematical Model;control algorithm;control strategy;control system;double closed-loop control system;high-accuracy real time control;mode control algorithm;fuzzy-PI algorithm;non-linear system,0.0000
"Graduate School of Computer Science and Systems Engineering, Kyushu Institute of Technology, JPN",0,0,Toyofumi Maetani,1,0.0000,raffic flow;vehicle agent;generic traffic simulatorIn;traffic control system;traffic simulator;various traffic;actual road network;layered multi-agent system;new road;emergent phenomenon,0.0000
,14,0,Sajal K. Das,2,3.5000,mobile user;MU cache;cache consistency;cache consistency maintenance algorithm;cache consistency strategy;cache content;dynamic cache consistency scheme;effective cache consistency maintenance;existing cache strategy;server cache,2.9167
"College of Computing, Georgia Institute of Technology,Atlanta, GA, USA",4,2,Scott McManus,3,0.5079,O Asynchrony;latent asynchrony;O phase;O system;HPC code;HPC developer;current HPC;data consumer;data conversion;data generator,0.3097
"Internal Revenue Service, U.S. Department of the Treasury, Indianapolis, Indiana",4,1,Larry S. Bartz,1,4.0000,,4.0000
